timestamp_utc,BTC,ETH,SOL,XRP,DOGE,BNB,ADA,LINK,AVAX,DOT,MATIC,LTC
2026-06-24T00:00:33+00:00,62669,1665.52,69.63,1.11,0.078823,577.43,0.151374,7.63,6.48,0.90909,,42.13
2026-06-24T00:01:36+00:00,62691,1666.6,69.63,1.11,0.078822,577.68,0.15137,7.63,6.48,0.909218,,42.13
2026-06-24T00:02:52+00:00,62714,1667.57,69.65,1.11,0.078853,577.95,0.151382,7.63,6.48,0.909548,,42.15
2026-06-24T00:03:57+00:00,62706,1667.18,69.65,1.11,0.078848,577.7,0.151374,7.63,6.49,0.909869,,42.15
2026-06-24T00:05:00+00:00,62698,1666.77,69.64,1.11,0.078845,577.55,0.151354,7.63,6.49,0.910031,,42.14
2026-06-24T00:06:03+00:00,62684,1666.31,69.61,1.11,0.078824,577.51,0.151268,7.63,6.49,0.91001,,42.14
2026-06-24T00:07:06+00:00,62685,1666.57,69.6,1.11,0.078815,577.66,0.151244,7.63,6.49,0.91007,,42.15
2026-06-24T00:08:09+00:00,62717,1667.72,69.62,1.11,0.078832,577.95,0.151283,7.63,6.49,0.910051,,42.16
2026-06-24T00:09:14+00:00,62746,1668.57,69.66,1.11,0.078864,578.16,0.151336,7.64,6.5,0.910425,,42.17
2026-06-24T00:10:17+00:00,62769,1668.9,69.69,1.11,0.078875,578.33,0.15141,7.64,6.51,0.910518,,42.17
2026-06-24T00:11:20+00:00,62773,1668.83,69.69,1.11,0.078885,578.61,0.151432,7.64,6.51,0.91078,,42.17
2026-06-24T00:12:23+00:00,62763,1668.45,69.76,1.11,0.078889,578.69,0.151431,7.64,6.51,0.91095,,42.18
2026-06-24T00:13:36+00:00,62790,1669.22,69.8,1.11,0.078921,578.99,0.15153,7.64,6.51,0.911301,,42.19
2026-06-24T00:14:42+00:00,62789,1668.88,69.8,1.11,0.078933,578.86,0.151564,7.64,6.51,0.911492,,42.2
2026-06-24T00:15:44+00:00,62806,1669.1,69.8,1.11,0.07893,578.92,0.151579,7.64,6.52,0.911975,,42.21
2026-06-24T00:16:47+00:00,62800,1668.88,69.81,1.11,0.078935,579.07,0.151646,7.64,6.52,0.912276,,42.21
2026-06-24T00:17:51+00:00,62818,1668.96,69.82,1.11,0.078942,579.01,0.151667,7.64,6.52,0.912295,,42.21
2026-06-24T00:18:53+00:00,62838,1669.41,69.84,1.11,0.078952,579.33,0.151699,7.64,6.51,0.912271,,42.22
2026-06-24T00:19:59+00:00,62838,1669.7,69.86,1.11,0.078969,579.47,0.151723,7.64,6.51,0.912308,,42.22
2026-06-24T00:21:01+00:00,62820,1668.99,69.85,1.11,0.078976,579.32,0.151722,7.64,6.51,0.912351,,42.22
2026-06-24T00:22:04+00:00,62793,1668.24,69.85,1.11,0.078973,578.97,0.151735,7.64,6.51,0.912081,,42.21
2026-06-24T00:23:07+00:00,62782,1667.42,69.81,1.11,0.07898,578.94,0.151738,7.64,6.51,0.911905,,42.21
2026-06-24T00:24:22+00:00,62790,1667.24,69.81,1.11,0.078989,578.98,0.151757,7.64,6.51,0.911996,,42.21
2026-06-24T00:25:28+00:00,62781,1667.07,69.8,1.11,0.079004,578.93,0.151784,7.64,6.51,0.912093,,42.21
2026-06-24T00:26:30+00:00,62776,1667.1,69.8,1.11,0.07901,578.84,0.151813,7.64,6.51,0.912041,,42.21
2026-06-24T00:27:33+00:00,62779,1667.22,69.8,1.11,0.079019,578.97,0.151845,7.64,6.51,0.912114,,42.21
2026-06-24T00:28:37+00:00,62793,1667.32,69.81,1.11,0.079038,579.11,0.151855,7.64,6.51,0.912451,,42.22
2026-06-24T00:29:39+00:00,62773,1666.81,69.8,1.11,0.079038,579.0,0.151935,7.64,6.52,0.91245,,42.23
2026-06-24T00:30:45+00:00,62778,1666.86,69.79,1.11,0.079028,578.9,0.151918,7.64,6.51,0.912394,,42.23
2026-06-24T00:31:48+00:00,62769,1666.91,69.79,1.11,0.079034,578.76,0.151922,7.64,6.51,0.91233,,42.23
2026-06-24T00:32:50+00:00,62750,1666.55,69.79,1.11,0.079019,578.66,0.151915,7.64,6.52,0.912744,,42.23
2026-06-24T00:33:54+00:00,62747,1666.37,69.78,1.11,0.079016,578.81,0.151902,7.64,6.52,0.912899,,42.23
2026-06-24T00:35:07+00:00,62738,1666.0,69.77,1.11,0.078997,578.8,0.151917,7.64,6.52,0.912958,,42.23
2026-06-24T00:36:12+00:00,62779,1667.15,69.8,1.11,0.079003,579.17,0.152004,7.64,6.52,0.9133,,42.23
