timestamp_utc,asset,price_usd,change_1h_pct,change_24h_pct
2026-06-30T00:00:12+00:00,BTC,60144.0,,
2026-06-30T00:00:12+00:00,ETH,1610.12,,
2026-06-30T00:00:12+00:00,SOL,74.95,,
2026-06-30T00:00:12+00:00,XRP,1.057,,
2026-06-30T00:00:12+00:00,DOGE,0.073292,,
2026-06-30T00:00:12+00:00,BNB,558.64,,
2026-06-30T00:00:12+00:00,ADA,0.145572,,
2026-06-30T00:00:12+00:00,LINK,7.37,,
2026-06-30T00:00:12+00:00,AVAX,6.66,,
2026-06-30T00:00:12+00:00,DOT,0.824055,,
2026-06-30T00:00:12+00:00,LTC,43.08,,
2026-06-30T00:00:23+00:00,BTC,60137.995,,
2026-06-30T00:00:23+00:00,ETH,1610.155,,
2026-06-30T00:00:23+00:00,SOL,75.19,,
2026-06-30T00:00:23+00:00,XRP,1.0582,,
2026-06-30T00:00:23+00:00,DOGE,0.07339,,
2026-06-30T00:00:23+00:00,BNB,559.26,,
2026-06-30T00:00:44+00:00,BTC,60137.995,,
2026-06-30T00:00:44+00:00,ETH,1610.155,,
2026-06-30T00:00:44+00:00,SOL,75.13,,
2026-06-30T00:00:44+00:00,XRP,1.0581,,
2026-06-30T00:00:44+00:00,DOGE,0.07339,,
2026-06-30T00:00:44+00:00,BNB,559.4,,
2026-06-30T00:01:16+00:00,BTC,60128.0,,
2026-06-30T00:01:16+00:00,ETH,1609.79,,
2026-06-30T00:01:16+00:00,SOL,74.96,,
2026-06-30T00:01:16+00:00,XRP,1.057,,
2026-06-30T00:01:16+00:00,DOGE,0.073291,,
2026-06-30T00:01:16+00:00,BNB,558.61,,
2026-06-30T00:01:16+00:00,ADA,0.145559,,
2026-06-30T00:01:16+00:00,LINK,7.37,,
2026-06-30T00:01:16+00:00,AVAX,6.66,,
2026-06-30T00:01:16+00:00,DOT,0.824012,,
2026-06-30T00:01:16+00:00,LTC,43.08,,
2026-06-30T00:01:48+00:00,BTC,60122.775,,
2026-06-30T00:01:48+00:00,ETH,1610.17,,
2026-06-30T00:01:48+00:00,SOL,75.065,,
2026-06-30T00:01:48+00:00,XRP,1.05735,,
2026-06-30T00:01:48+00:00,DOGE,0.0734,,
2026-06-30T00:01:48+00:00,BNB,559.58,,
2026-06-30T00:02:10+00:00,BTC,60122.775,,
2026-06-30T00:02:10+00:00,ETH,1610.17,,
2026-06-30T00:02:10+00:00,SOL,75.19,,
2026-06-30T00:02:10+00:00,XRP,1.0587,,
2026-06-30T00:02:10+00:00,DOGE,0.07341,,
2026-06-30T00:02:10+00:00,BNB,559.57,,
2026-06-30T00:02:31+00:00,BTC,60122.775,,
2026-06-30T00:02:31+00:00,ETH,1610.17,,
2026-06-30T00:02:31+00:00,SOL,75.23,,
2026-06-30T00:02:31+00:00,XRP,1.059,,
2026-06-30T00:02:31+00:00,DOGE,0.07341,,
2026-06-30T00:02:31+00:00,BNB,559.65,,
2026-06-30T00:02:32+00:00,BTC,60129.0,,
2026-06-30T00:02:32+00:00,ETH,1610.04,,
2026-06-30T00:02:32+00:00,SOL,74.99,,
2026-06-30T00:02:32+00:00,XRP,1.057,,
2026-06-30T00:02:32+00:00,DOGE,0.073296,,
2026-06-30T00:02:32+00:00,BNB,558.68,,
2026-06-30T00:02:32+00:00,ADA,0.145565,,
2026-06-30T00:02:32+00:00,LINK,7.37,,
2026-06-30T00:02:32+00:00,AVAX,6.66,,
2026-06-30T00:02:32+00:00,DOT,0.823901,,
2026-06-30T00:02:32+00:00,LTC,43.08,,
2026-06-30T00:03:37+00:00,BTC,60129.0,,
2026-06-30T00:03:37+00:00,ETH,1610.18,,
2026-06-30T00:03:37+00:00,SOL,75.0,,
2026-06-30T00:03:37+00:00,XRP,1.057,,
2026-06-30T00:03:37+00:00,DOGE,0.0733,,
2026-06-30T00:03:37+00:00,BNB,558.79,,
2026-06-30T00:03:37+00:00,ADA,0.145597,,
2026-06-30T00:03:37+00:00,LINK,7.36,,
2026-06-30T00:03:37+00:00,AVAX,6.66,,
2026-06-30T00:03:37+00:00,DOT,0.823918,,
2026-06-30T00:03:37+00:00,LTC,43.09,,
2026-06-30T00:03:38+00:00,BTC,60122.775,,
2026-06-30T00:03:38+00:00,ETH,1610.17,,
2026-06-30T00:03:38+00:00,SOL,75.13,,
2026-06-30T00:03:38+00:00,XRP,1.0581,,
2026-06-30T00:03:38+00:00,DOGE,0.07338,,
2026-06-30T00:03:38+00:00,BNB,559.68,,
2026-06-30T00:03:59+00:00,BTC,60122.775,,
2026-06-30T00:03:59+00:00,ETH,1610.17,,
2026-06-30T00:03:59+00:00,SOL,75.15,,
2026-06-30T00:03:59+00:00,XRP,1.0581,,
2026-06-30T00:03:59+00:00,DOGE,0.07342,,
2026-06-30T00:03:59+00:00,BNB,559.74,,
2026-06-30T00:04:21+00:00,BTC,60122.775,,
2026-06-30T00:04:21+00:00,ETH,1610.17,,
2026-06-30T00:04:21+00:00,SOL,75.14,,
2026-06-30T00:04:21+00:00,XRP,1.0578,,
2026-06-30T00:04:21+00:00,DOGE,0.07339,,
2026-06-30T00:04:21+00:00,BNB,559.76,,
2026-06-30T00:04:39+00:00,BTC,60127.0,,
2026-06-30T00:04:39+00:00,ETH,1610.15,,
2026-06-30T00:04:39+00:00,SOL,75.0,,
2026-06-30T00:04:39+00:00,XRP,1.057,,
2026-06-30T00:04:39+00:00,DOGE,0.073303,,
2026-06-30T00:04:39+00:00,BNB,558.86,,
