timestamp_utc,asset,price_usd,change_1h_pct,change_24h_pct,source
2026-08-24T00:00:10+00:00,BTC,77720.0,,,coingecko
2026-08-24T00:00:10+00:00,ETH,2462.74,,,coingecko
2026-08-24T00:00:10+00:00,SOL,95.45,,,coingecko
2026-08-24T00:00:10+00:00,XRP,1.52,,,coingecko
2026-08-24T00:00:10+00:00,DOGE,0.093421,,,coingecko
2026-08-24T00:00:10+00:00,BNB,702.01,,,coingecko
2026-08-24T00:00:10+00:00,ADA,0.22703,,,coingecko
2026-08-24T00:00:10+00:00,LINK,11.54,,,coingecko
2026-08-24T00:00:10+00:00,AVAX,7.61,,,coingecko
2026-08-24T00:00:10+00:00,DOT,0.928303,,,coingecko
2026-08-24T00:00:10+00:00,MATIC,0.126156,,,coingecko
2026-08-24T00:00:10+00:00,LTC,52.29,,,coingecko
2026-08-24T00:01:01+00:00,BTC,77675.555,,,consenso
2026-08-24T00:01:01+00:00,ETH,2462.605,,,consenso
2026-08-24T00:01:01+00:00,SOL,95.5,,,consenso
2026-08-24T00:01:01+00:00,XRP,1.5224,,,consenso
2026-08-24T00:01:01+00:00,DOGE,0.09357,,,binance
2026-08-24T00:01:01+00:00,BNB,702.72,,,binance
2026-08-24T00:01:34+00:00,BTC,77712.0,,,coingecko
2026-08-24T00:01:34+00:00,ETH,2462.4,,,coingecko
2026-08-24T00:01:34+00:00,SOL,95.41,,,coingecko
2026-08-24T00:01:34+00:00,XRP,1.52,,,coingecko
2026-08-24T00:01:34+00:00,DOGE,0.093379,,,coingecko
2026-08-24T00:01:34+00:00,BNB,702.06,,,coingecko
2026-08-24T00:01:34+00:00,ADA,0.226826,,,coingecko
2026-08-24T00:01:34+00:00,LINK,11.54,,,coingecko
2026-08-24T00:01:34+00:00,AVAX,7.61,,,coingecko
2026-08-24T00:01:34+00:00,DOT,0.928071,,,coingecko
2026-08-24T00:01:34+00:00,MATIC,0.126156,,,coingecko
2026-08-24T00:01:34+00:00,LTC,52.27,,,coingecko
2026-08-24T00:01:53+00:00,BTC,77675.555,,,consenso
2026-08-24T00:01:53+00:00,ETH,2462.605,,,consenso
2026-08-24T00:01:53+00:00,SOL,95.44,,,consenso
2026-08-24T00:01:53+00:00,XRP,1.5218,,,consenso
2026-08-24T00:01:53+00:00,DOGE,0.09349,,,binance
2026-08-24T00:01:53+00:00,BNB,702.51,,,binance
2026-08-24T00:02:35+00:00,BTC,77688.185,,,consenso
2026-08-24T00:02:35+00:00,ETH,2462.025,,,consenso
2026-08-24T00:02:35+00:00,SOL,95.35,,,consenso
2026-08-24T00:02:35+00:00,XRP,1.51935,,,consenso
2026-08-24T00:02:35+00:00,DOGE,0.09341,,,binance
2026-08-24T00:02:35+00:00,BNB,702.42,,,binance
2026-08-24T00:02:40+00:00,BTC,77708.0,,,coingecko
2026-08-24T00:02:40+00:00,ETH,2463.25,,,coingecko
2026-08-24T00:02:40+00:00,SOL,95.46,,,coingecko
2026-08-24T00:02:40+00:00,XRP,1.52,,,coingecko
2026-08-24T00:02:40+00:00,DOGE,0.093522,,,coingecko
2026-08-24T00:02:40+00:00,BNB,702.39,,,coingecko
2026-08-24T00:02:40+00:00,ADA,0.227067,,,coingecko
2026-08-24T00:02:40+00:00,LINK,11.53,,,coingecko
2026-08-24T00:02:40+00:00,AVAX,7.6,,,coingecko
2026-08-24T00:02:40+00:00,DOT,0.928132,,,coingecko
2026-08-24T00:02:40+00:00,MATIC,0.126156,,,coingecko
2026-08-24T00:02:40+00:00,LTC,52.36,,,coingecko
2026-08-24T00:03:17+00:00,BTC,77688.185,,,consenso
2026-08-24T00:03:17+00:00,ETH,2462.025,,,consenso
2026-08-24T00:03:17+00:00,SOL,95.28,,,consenso
2026-08-24T00:03:17+00:00,XRP,1.5183,,,consenso
2026-08-24T00:03:17+00:00,DOGE,0.09336,,,binance
2026-08-24T00:03:17+00:00,BNB,702.03,,,binance
2026-08-24T00:03:44+00:00,BTC,77679.0,,,coingecko
2026-08-24T00:03:44+00:00,ETH,2461.75,,,coingecko
2026-08-24T00:03:44+00:00,SOL,95.34,,,coingecko
2026-08-24T00:03:44+00:00,XRP,1.52,,,coingecko
2026-08-24T00:03:44+00:00,DOGE,0.093396,,,coingecko
2026-08-24T00:03:44+00:00,BNB,702.26,,,coingecko
2026-08-24T00:03:44+00:00,ADA,0.226724,,,coingecko
2026-08-24T00:03:44+00:00,LINK,11.52,,,coingecko
2026-08-24T00:03:44+00:00,AVAX,7.59,,,coingecko
2026-08-24T00:03:44+00:00,DOT,0.92658,,,coingecko
2026-08-24T00:03:44+00:00,MATIC,0.126156,,,coingecko
2026-08-24T00:03:44+00:00,LTC,52.28,,,coingecko
2026-08-24T00:03:58+00:00,BTC,77688.185,,,consenso
2026-08-24T00:03:58+00:00,ETH,2462.025,,,consenso
2026-08-24T00:03:58+00:00,SOL,95.26,,,consenso
2026-08-24T00:03:58+00:00,XRP,1.5173,,,consenso
2026-08-24T00:03:58+00:00,DOGE,0.09329,,,binance
2026-08-24T00:03:58+00:00,BNB,701.86,,,binance
2026-08-24T00:04:35+00:00,BTC,77688.185,,,consenso
2026-08-24T00:04:35+00:00,ETH,2462.025,,,consenso
2026-08-24T00:04:35+00:00,SOL,95.11,,,consenso
2026-08-24T00:04:35+00:00,XRP,1.5144,,,consenso
2026-08-24T00:04:35+00:00,DOGE,0.09315,,,binance
2026-08-24T00:04:35+00:00,BNB,701.39,,,binance
2026-08-24T00:05:20+00:00,BTC,77688.185,,,consenso
2026-08-24T00:05:20+00:00,ETH,2462.025,,,consenso
2026-08-24T00:05:20+00:00,SOL,95.18,,,consenso
2026-08-24T00:05:20+00:00,XRP,1.5148,,,consenso
2026-08-24T00:05:20+00:00,DOGE,0.09324,,,binance
2026-08-24T00:05:20+00:00,BNB,701.75,,,binance
2026-08-24T00:05:46+00:00,BTC,77641.0,,,coingecko
2026-08-24T00:05:46+00:00,ETH,2459.47,,,coingecko
2026-08-24T00:05:46+00:00,SOL,95.21,,,coingecko
2026-08-24T00:05:46+00:00,XRP,1.52,,,coingecko
2026-08-24T00:05:46+00:00,DOGE,0.093229,,,coingecko
2026-08-24T00:05:46+00:00,BNB,701.66,,,coingecko
2026-08-24T00:05:46+00:00,ADA,0.226074,,,coingecko
2026-08-24T00:05:46+00:00,LINK,11.49,,,coingecko
2026-08-24T00:05:46+00:00,AVAX,7.57,,,coingecko
2026-08-24T00:05:46+00:00,DOT,0.925792,,,coingecko
2026-08-24T00:05:46+00:00,MATIC,0.126156,,,coingecko
2026-08-24T00:05:46+00:00,LTC,52.03,,,coingecko
2026-08-24T00:06:02+00:00,BTC,77688.185,,,consenso
2026-08-24T00:06:02+00:00,ETH,2462.025,,,consenso
2026-08-24T00:06:02+00:00,SOL,95.14,,,consenso
2026-08-24T00:06:02+00:00,XRP,1.5147,,,consenso
2026-08-24T00:06:02+00:00,DOGE,0.09322,,,binance
2026-08-24T00:06:02+00:00,BNB,701.4,,,binance
2026-08-24T00:06:40+00:00,BTC,77688.185,,,consenso
2026-08-24T00:06:40+00:00,ETH,2462.025,,,consenso
