timestamp_utc,asset,price_usd,change_1h_pct,change_24h_pct,source
2026-08-15T00:02:33+00:00,BTC,62985.775,,,consenso
2026-08-15T00:02:33+00:00,ETH,1880.92,,,consenso
2026-08-15T00:02:33+00:00,SOL,75.34,,,consenso
2026-08-15T00:02:33+00:00,XRP,0.99915,,,consenso
2026-08-15T00:02:33+00:00,DOGE,0.07007,,,binance
2026-08-15T00:02:33+00:00,BNB,607.62,,,binance
2026-08-15T00:02:41+00:00,BTC,62980.0,,,coingecko
2026-08-15T00:02:41+00:00,ETH,1880.1,,,coingecko
2026-08-15T00:02:41+00:00,SOL,75.34,,,coingecko
2026-08-15T00:02:41+00:00,XRP,0.998431,,,coingecko
2026-08-15T00:02:41+00:00,DOGE,0.069981,,,coingecko
2026-08-15T00:02:41+00:00,BNB,607.18,,,coingecko
2026-08-15T00:02:41+00:00,ADA,0.179965,,,coingecko
2026-08-15T00:02:41+00:00,LINK,8.96,,,coingecko
2026-08-15T00:02:41+00:00,AVAX,6.48,,,coingecko
2026-08-15T00:02:41+00:00,DOT,0.764574,,,coingecko
2026-08-15T00:02:41+00:00,MATIC,0.126156,,,coingecko
2026-08-15T00:02:41+00:00,LTC,43.82,,,coingecko
2026-08-15T00:03:48+00:00,BTC,62991.0,,,coingecko
2026-08-15T00:03:48+00:00,ETH,1880.56,,,coingecko
2026-08-15T00:03:48+00:00,SOL,75.34,,,coingecko
2026-08-15T00:03:48+00:00,XRP,0.999053,,,coingecko
2026-08-15T00:03:48+00:00,DOGE,0.070008,,,coingecko
2026-08-15T00:03:48+00:00,BNB,607.16,,,coingecko
2026-08-15T00:03:48+00:00,ADA,0.179991,,,coingecko
2026-08-15T00:03:48+00:00,LINK,8.97,,,coingecko
2026-08-15T00:03:48+00:00,AVAX,6.48,,,coingecko
2026-08-15T00:03:48+00:00,DOT,0.764568,,,coingecko
2026-08-15T00:03:48+00:00,MATIC,0.126156,,,coingecko
2026-08-15T00:03:48+00:00,LTC,43.84,,,coingecko
2026-08-15T00:04:51+00:00,BTC,62989.0,,,coingecko
2026-08-15T00:04:51+00:00,ETH,1880.56,,,coingecko
2026-08-15T00:04:51+00:00,SOL,75.32,,,coingecko
2026-08-15T00:04:51+00:00,XRP,0.998535,,,coingecko
2026-08-15T00:04:51+00:00,DOGE,0.069995,,,coingecko
2026-08-15T00:04:51+00:00,BNB,606.95,,,coingecko
2026-08-15T00:04:51+00:00,ADA,0.179976,,,coingecko
2026-08-15T00:04:51+00:00,LINK,8.97,,,coingecko
2026-08-15T00:04:51+00:00,AVAX,6.48,,,coingecko
2026-08-15T00:04:51+00:00,DOT,0.764554,,,coingecko
2026-08-15T00:04:51+00:00,MATIC,0.126156,,,coingecko
2026-08-15T00:04:51+00:00,LTC,43.82,,,coingecko
2026-08-15T00:05:54+00:00,BTC,62980.0,,,coingecko
2026-08-15T00:05:54+00:00,ETH,1880.05,,,coingecko
2026-08-15T00:05:54+00:00,SOL,75.32,,,coingecko
2026-08-15T00:05:54+00:00,XRP,0.998545,,,coingecko
2026-08-15T00:05:54+00:00,DOGE,0.070028,,,coingecko
2026-08-15T00:05:54+00:00,BNB,606.53,,,coingecko
2026-08-15T00:05:54+00:00,ADA,0.179979,,,coingecko
2026-08-15T00:05:54+00:00,LINK,8.97,,,coingecko
2026-08-15T00:05:54+00:00,AVAX,6.49,,,coingecko
2026-08-15T00:05:54+00:00,DOT,0.764925,,,coingecko
2026-08-15T00:05:54+00:00,MATIC,0.126156,,,coingecko
2026-08-15T00:05:54+00:00,LTC,43.82,,,coingecko
