timestamp_utc,activo,lado,usd,precio,cantidad,lag_s
2026-09-12T00:02:25+00:00,SOL,long,442.9,103.0,4.3,0.39
2026-09-12T00:13:18+00:00,ETH,short,13482.93,2506.12,5.38,0.27
2026-09-12T00:26:22+00:00,ETH,long,50.46,2522.88,0.02,0.16
2026-09-12T00:38:16+00:00,BTC,short,153.92,76959.8,0.002,0.49
2026-09-12T00:41:57+00:00,ETH,long,2721.85,2520.23,1.08,0.22
2026-09-12T00:48:52+00:00,SOL,short,20.29,101.44,0.2,0.34
2026-09-12T00:51:22+00:00,SOL,short,557.04,101.28,5.5,0.1
2026-09-12T00:51:46+00:00,SOL,short,10357.88,101.25,102.3,0.11
2026-09-12T01:04:25+00:00,XRP,short,108.04,1.3505,80.0,0.37
2026-09-12T01:10:01+00:00,BTC,long,620.56,77569.8,0.008,0.35
2026-09-12T01:14:39+00:00,XRP,long,1049.34,1.3665,767.9,0.16
2026-09-12T01:16:35+00:00,BTC,long,77.59,77592.4,0.001,0.37
2026-09-12T01:32:09+00:00,XRP,short,198.1,1.3541,146.3,0.42
2026-09-12T01:53:05+00:00,ETH,short,2529.58,2504.53,1.01,0.18
2026-09-12T01:57:12+00:00,SOL,short,10.15,101.48,0.1,0.28
2026-09-12T02:08:22+00:00,BTC,long,2791.08,77529.9,0.036,0.57
2026-09-12T02:31:23+00:00,SOL,short,5110.1,101.19,50.5,0.1
2026-09-12T02:45:50+00:00,ETH,short,75.11,2503.62,0.03,0.27
2026-09-12T02:45:50+00:00,BTC,short,76.95,76947.8,0.001,0.37
2026-09-12T02:45:51+00:00,SOL,short,1041.43,101.11,10.3,0.34
2026-09-12T03:21:24+00:00,BTC,long,1549.59,77479.7,0.02,0.13
2026-09-12T03:21:24+00:00,ETH,short,1426.03,2501.81,0.57,0.48
2026-09-12T03:51:18+00:00,SOL,short,131.21,100.93,1.3,0.21
2026-09-12T04:01:50+00:00,XRP,short,1292.95,1.357,952.8,0.6
2026-09-12T05:00:29+00:00,DOGE,long,15.01,0.08482,177.0,0.19
2026-09-12T05:24:01+00:00,SOL,short,3452.15,100.94,34.2,0.37
2026-09-12T06:47:00+00:00,ETH,long,7503.41,2526.4,2.97,0.34
2026-09-12T06:47:18+00:00,ETH,long,1440.17,2526.61,0.57,0.24
2026-09-12T06:47:22+00:00,ETH,long,656.97,2526.81,0.26,0.37
2026-09-12T06:47:36+00:00,ETH,long,126.4,2527.91,0.05,0.25
2026-09-12T06:47:58+00:00,ETH,long,101.13,2528.29,0.04,0.4
2026-09-12T06:47:58+00:00,ETH,long,7711.32,2528.3,3.05,0.49
2026-09-12T06:48:24+00:00,ETH,long,24713.12,2529.49,9.77,0.58
2026-09-12T07:04:07+00:00,ETH,long,1214.3,2529.8,0.48,0.11
2026-09-12T07:04:20+00:00,ETH,long,3795.38,2530.25,1.5,0.38
2026-09-12T07:09:23+00:00,ETH,long,171831.43,2531.4,67.88,0.59
2026-09-12T07:53:38+00:00,ETH,long,1620.08,2531.37,0.64,0.15
2026-09-12T08:05:20+00:00,ETH,long,17346.94,2532.4,6.85,0.19
2026-09-12T08:10:25+00:00,ETH,long,50.69,2534.64,0.02,0.37
2026-09-12T08:18:54+00:00,ETH,long,14899.45,2533.92,5.88,0.25
2026-09-12T08:19:18+00:00,SOL,long,10.21,102.05,0.1,0.22
2026-09-12T08:19:18+00:00,XRP,long,7.0,1.3734,5.1,0.49
2026-09-12T08:22:20+00:00,ETH,long,76.08,2536.07,0.03,0.25
2026-09-12T08:22:20+00:00,ETH,long,25.36,2535.93,0.01,0.17
2026-09-12T08:22:20+00:00,ETH,long,25.36,2536.41,0.01,0.47
2026-09-12T08:24:33+00:00,BTC,short,77.05,77045.9,0.001,0.36
2026-09-12T08:37:11+00:00,ETH,long,50.75,2537.46,0.02,0.5
2026-09-12T08:37:12+00:00,ETH,long,25.38,2537.54,0.01,0.11
2026-09-12T08:45:38+00:00,ETH,long,12702.9,2540.58,5.0,0.56
2026-09-12T08:45:40+00:00,ETH,long,228.68,2540.91,0.09,0.14
2026-09-12T09:15:52+00:00,SOL,long,409.88,102.47,4.0,0.29
2026-09-12T09:16:56+00:00,SOL,long,717.57,102.51,7.0,0.25
2026-09-12T09:27:01+00:00,SOL,long,30.78,102.6,0.3,0.27
2026-09-12T09:27:02+00:00,SOL,long,4308.36,102.58,42.0,0.26
2026-09-12T09:28:37+00:00,SOL,long,902.97,102.61,8.8,0.77
2026-09-12T10:23:39+00:00,XRP,long,23.97,1.3774,17.4,0.4
2026-09-12T10:23:40+00:00,XRP,long,53.04,1.3777,38.5,0.21
2026-09-12T10:25:05+00:00,BTC,long,77.59,77591.6,0.001,0.23
2026-09-12T10:36:25+00:00,ETH,long,76.16,2538.75,0.03,0.46
2026-09-12T10:41:11+00:00,BNB,long,334.49,743.3,0.45,0.58
2026-09-12T10:41:41+00:00,XRP,long,219.0,1.3791,158.8,0.51
2026-09-12T10:41:41+00:00,XRP,long,944.07,1.3786,684.8,0.1
2026-09-12T10:41:41+00:00,XRP,long,140.91,1.3788,102.2,0.39
2026-09-12T10:45:22+00:00,XRP,long,1719.15,1.3794,1246.3,0.33
2026-09-12T10:46:20+00:00,BNB,long,81.84,744.0,0.11,0.22
2026-09-12T10:47:25+00:00,XRP,long,752.15,1.3806,544.8,0.19
2026-09-12T10:47:29+00:00,XRP,long,16.01,1.3805,11.6,0.18
2026-09-12T12:31:31+00:00,SOL,long,41.13,102.82,0.4,0.53
2026-09-12T12:31:34+00:00,SOL,long,524.48,102.84,5.1,0.15
2026-09-12T12:31:35+00:00,SOL,long,102.83,102.83,1.0,0.52
2026-09-12T13:07:38+00:00,ETH,long,25.46,2545.66,0.01,0.11
2026-09-12T13:07:40+00:00,ETH,long,13187.76,2545.9,5.18,0.17
2026-09-12T13:08:10+00:00,ETH,long,280.09,2546.26,0.11,0.58
2026-09-12T13:08:24+00:00,ETH,long,101.95,2548.64,0.04,0.34
2026-09-12T13:08:25+00:00,ETH,long,586.21,2548.73,0.23,0.59
2026-09-12T13:08:25+00:00,ETH,long,25.48,2547.73,0.01,0.56
2026-09-12T13:08:25+00:00,ETH,long,152.79,2546.57,0.06,0.39
2026-09-12T13:08:35+00:00,ETH,long,25.49,2549.38,0.01,0.27
2026-09-12T13:08:40+00:00,ETH,long,127.49,2549.86,0.05,0.13
2026-09-12T13:08:40+00:00,ETH,long,1530.57,2550.95,0.6,0.1
2026-09-12T13:08:41+00:00,ETH,long,459.15,2550.86,0.18,0.57
2026-09-12T13:08:41+00:00,ETH,long,765.4,2551.34,0.3,0.31
2026-09-12T13:15:12+00:00,SOL,short,91.19,101.32,0.9,0.41
2026-09-12T13:16:15+00:00,ETH,long,4966.03,2546.68,1.95,0.25
2026-09-12T13:59:06+00:00,ETH,long,408.4,2552.5,0.16,0.27
2026-09-12T13:59:07+00:00,ETH,long,127.63,2552.68,0.05,0.19
2026-09-12T14:20:13+00:00,ETH,short,75.96,2532.16,0.03,0.22
2026-09-12T14:20:13+00:00,BTC,short,77.1,77102.8,0.001,0.26
2026-09-12T14:31:31+00:00,BTC,long,77.67,77669.6,0.001,0.25
2026-09-12T14:34:30+00:00,DOGE,short,13.42,0.08441,159.0,0.32
2026-09-12T14:37:24+00:00,ETH,short,354.68,2533.43,0.14,0.22
2026-09-12T14:37:24+00:00,BTC,long,621.17,77645.8,0.008,0.32
2026-09-12T14:46:06+00:00,BTC,short,77.2,77203.3,0.001,0.28
2026-09-12T14:47:01+00:00,SOL,short,1958.56,101.48,19.3,0.56
2026-09-12T14:47:01+00:00,BTC,short,308.7,77174.9,0.004,0.7
2026-09-12T14:48:00+00:00,ETH,short,607.55,2531.44,0.24,0.35
2026-09-12T14:52:16+00:00,BTC,long,155.42,77707.9,0.002,0.25
