timestamp_utc,activo,nesting,combo,coste,profit_min_pct,gap_opens_pct,depth_usd,restante_s,ask_leg1,ask_leg2,o_inner,o_outer,o_inner_chainlink,o_outer_chainlink,inner_slug,outer_slug
2026-09-25T00:11:33+00:00,BTC,5min15m,YESout+NOin,1.82,-82.0,0.2903,843.0,206,0.99,0.83,84634.325,84389.31,84585.53380895294,84395.60241807021,btc-updown-5m-1790295000,btc-updown-15m-1790294400
2026-09-25T00:11:34+00:00,SOL,5min15m,YESout+NOin,1.732,-73.2,0.4145,4.44,205,0.992,0.74,117.505,117.02,117.40035418595085,117.0515342854006,sol-updown-5m-1790295000,sol-updown-15m-1790294400
2026-09-25T00:11:34+00:00,XRP,5min15m,YESout+NOin,1.829,-82.9,0.8406,4.98,205,0.999,0.83,1.5476,1.5347,1.5435188350565487,1.5353142555453008,xrp-updown-5m-1790295000,xrp-updown-15m-1790294400
2026-09-25T00:14:11+00:00,SOL,5min15m,YESout+NOin,1.009,-0.9,0.4145,16.09,48,0.999,0.01,117.505,117.02,117.40035418595085,117.0515342854006,sol-updown-5m-1790295000,sol-updown-15m-1790294400
2026-09-25T00:14:11+00:00,XRP,5min15m,YESout+NOin,1.839,-83.9,0.8406,0.24,48,0.999,0.84,1.5476,1.5347,1.5435188350565487,1.5353142555453008,xrp-updown-5m-1790295000,xrp-updown-15m-1790294400
2026-09-25T00:27:34+00:00,BTC,5min15m,NOout+YESin,1.33,-33.0,-0.0366,37.27,145,0.85,0.48,84599.0,84630.0,84603.64742126311,84594.17431639049,btc-updown-5m-1790295900,btc-updown-15m-1790295300
2026-09-25T00:27:35+00:00,XRP,5min15m,YESout+NOin,1.77,-77.0,0.0,17.6,144,0.89,0.88,1.55,1.55,1.5527221155846418,1.54784689326138,xrp-updown-5m-1790295900,xrp-updown-15m-1790295300
2026-09-25T00:41:59+00:00,BTC,5min15m,YESout+NOin,0.55,45.0,0.0092,37.7,180,0.42,0.13,84585.485,84577.685,84620.94448140738,84562.7618820414,btc-updown-5m-1790296800,btc-updown-15m-1790296200
2026-09-25T00:42:00+00:00,ETH,5min15m,NOout+YESin,1.05,-5.0,-0.0104,29.16,179,0.18,0.87,2690.31,2690.59,2692.31345,2688.563245715,eth-updown-5m-1790296800,eth-updown-15m-1790296200
2026-09-25T00:42:00+00:00,SOL,5min15m,YESout+NOin,1.03,-3.0,0.2301,0.6,179,0.91,0.12,117.62,117.35,117.59072142287926,117.2663398569557,sol-updown-5m-1790296800,sol-updown-15m-1790296200
2026-09-25T00:42:00+00:00,XRP,5min15m,NOout+YESin,0.93,7.0,-0.0129,7.2,179,0.24,0.69,1.5534,1.5536,1.5527629184925533,1.5530859045278131,xrp-updown-5m-1790296800,xrp-updown-15m-1790296200
2026-09-25T00:43:47+00:00,BTC,5min15m,YESout+NOin,0.25,75.0,0.0092,6.65,72,0.07,0.18,84585.485,84577.685,84620.94448140738,84562.7618820414,btc-updown-5m-1790296800,btc-updown-15m-1790296200
