timestamp_utc,instrument_id,symbol,category,volume,open_price
2026-09-20T00:00:02+00:00,1,SP500-USD,index,540722.410419,7649.8
2026-09-20T00:00:02+00:00,2,GOLD-USD,commodity,207492.69424099984,4378.5
2026-09-20T00:00:02+00:00,3,WTIOIL-USD,commodity,1493552.1237509977,96.037
2026-09-20T00:00:02+00:00,4,NAS100-USD,index,304531.48445999983,29659
2026-09-20T00:00:02+00:00,5,SILVER-USD,commodity,6450.287319000001,66.077
2026-09-20T00:00:02+00:00,6,BTC-USD,crypto,4406209.181889994,80864
2026-09-20T00:00:02+00:00,7,ETH-USD,crypto,4584414.505579996,2610.2
2026-09-20T00:00:02+00:00,8,SOL-USD,crypto,1871686.130709996,112.7
2026-09-20T00:00:02+00:00,9,SPCX-USD,equity,140360.085127,152.51
2026-09-20T00:00:02+00:00,10,HYPE-USD,crypto,1292409.8594590002,92.424
2026-09-20T00:00:02+00:00,11,MU-USD,equity,6541.35972,1014.8
2026-09-20T00:00:02+00:00,13,SKHY-USD,equity,12704.621156,187.96
2026-09-20T00:00:02+00:00,14,SKHYNIX-USD,equity,93895.42450000001,1339.4
2026-09-20T00:00:02+00:00,15,AAPL-USD,equity,101410.72071099999,334.83
2026-09-20T00:00:02+00:00,16,MSFT-USD,equity,132380.036183,494
2026-09-20T00:00:02+00:00,17,GOOG-USD,equity,55553.90300199999,350.48
2026-09-20T00:00:02+00:00,18,AMZN-USD,equity,11293.521095,254.11
2026-09-20T00:00:02+00:00,19,NVDA-USD,equity,42210.195537,222.21
2026-09-20T00:00:02+00:00,20,META-USD,equity,36730.878033999994,669.32
2026-09-20T00:00:02+00:00,21,TSLA-USD,equity,7839.903458,364.24
2026-09-20T00:00:02+00:00,22,AMD-USD,equity,6498.853333,554.67
2026-09-20T00:00:02+00:00,23,INTC-USD,equity,61627.353883000025,109.12
2026-09-20T00:00:02+00:00,24,AVGO-USD,equity,27368.453169000004,356.89
2026-09-20T00:00:02+00:00,25,QCOM-USD,equity,237688.56868399988,178.19
2026-09-20T00:00:02+00:00,26,ARM-USD,equity,649.5692230000001,275.08
2026-09-20T00:00:02+00:00,27,TSM-USD,equity,3679.783427999999,432.87
2026-09-20T00:00:02+00:00,28,ASML-USD,equity,65174.550215999974,1671.6
2026-09-20T00:00:02+00:00,29,SNDK-USD,equity,60625.62896200001,1795.4
2026-09-20T00:00:02+00:00,30,DRAM-USD,index,85231.227273,59.69
2026-09-20T00:00:02+00:00,31,PUMP-USD,crypto,2548263.3236789955,0.004245
2026-09-20T00:00:02+00:00,32,ZEC-USD,crypto,3687324.6649599965,1560.5
2026-09-20T00:00:02+00:00,33,XRP-USD,crypto,1374052.762499999,1.3969
2026-09-20T00:00:02+00:00,34,LIT-USD,crypto,2041148.716032998,4.7783
2026-09-20T00:00:02+00:00,35,KPEPE-USD,crypto,2540655.864171995,0.003818
2026-09-20T00:00:02+00:00,36,HOOD-USD,equity,83176.10302000001,119.75
2026-09-20T00:00:02+00:00,37,MSTR-USD,equity,247722.1315899999,153.1
2026-09-20T00:00:02+00:00,38,STRC-USD,equity,40885.93259500001,98.576
2026-09-20T00:00:02+00:00,39,CRCL-USD,equity,67503.168848,92.35
2026-09-20T00:00:02+00:00,40,COIN-USD,equity,474147.50608899986,194.06
