timestamp_utc,activo,nesting,combo,coste,profit_min_pct,gap_opens_pct,depth_usd,restante_s,ask_leg1,ask_leg2,o_inner,o_outer,o_inner_chainlink,o_outer_chainlink,inner_slug,outer_slug
2026-09-02T00:11:06+00:00,BTC,5min15m,NOout+YESin,1.21,-21.0,-0.0595,37.4,233,0.85,0.36,77364.825,77410.895,77352.21491129,77453.6606303748,btc-updown-5m-1788307800,btc-updown-15m-1788307200
2026-09-02T00:11:06+00:00,ETH,5min15m,NOout+YESin,0.8,20.0,-0.0041,7.75,233,0.49,0.31,2417.605,2417.705,2417.68675492,2419.1604865132053,eth-updown-5m-1788307800,eth-updown-15m-1788307200
2026-09-02T00:11:06+00:00,SOL,5min15m,YESout+NOin,1.41,-41.0,0.05,30.0,233,0.81,0.6,100.09,100.04,100.02828428140575,100.03744897695695,sol-updown-5m-1788307800,sol-updown-15m-1788307200
2026-09-02T00:11:07+00:00,XRP,5min15m,NOout+YESin,0.88,12.0,-0.0296,2.25,232,0.43,0.45,1.3522,1.3526,1.35160489,1.3522793597694847,xrp-updown-5m-1788307800,xrp-updown-15m-1788307200
2026-09-02T00:11:58+00:00,BTC,5min15m,NOout+YESin,1.11,-11.0,-0.0595,2.04,181,0.95,0.16,77364.825,77410.895,77352.21491129,77453.6606303748,btc-updown-5m-1788307800,btc-updown-15m-1788307200
2026-09-02T00:11:58+00:00,ETH,5min15m,NOout+YESin,0.72,28.0,-0.0041,6.5,181,0.46,0.26,2417.605,2417.705,2417.68675492,2419.1604865132053,eth-updown-5m-1788307800,eth-updown-15m-1788307200
2026-09-02T00:11:58+00:00,SOL,5min15m,YESout+NOin,1.48,-48.0,0.05,8.68,181,0.78,0.7,100.09,100.04,100.02828428140575,100.03744897695695,sol-updown-5m-1788307800,sol-updown-15m-1788307200
2026-09-02T00:11:59+00:00,XRP,5min15m,NOout+YESin,0.92,8.0,-0.0296,10.15,180,0.63,0.29,1.3522,1.3526,1.35160489,1.3522793597694847,xrp-updown-5m-1788307800,xrp-updown-15m-1788307200
2026-09-02T00:13:55+00:00,ETH,5min15m,NOout+YESin,0.61,39.0,-0.0041,2.7,64,0.06,0.55,2417.605,2417.705,2417.68675492,2419.1604865132053,eth-updown-5m-1788307800,eth-updown-15m-1788307200
2026-09-02T00:13:55+00:00,XRP,5min15m,NOout+YESin,0.83,17.0,-0.0296,8.25,64,0.22,0.61,1.3522,1.3526,1.35160489,1.3522793597694847,xrp-updown-5m-1788307800,xrp-updown-15m-1788307200
2026-09-02T00:26:59+00:00,BTC,5min15m,YESout+NOin,1.03,-3.0,0.0029,7.8,180,0.13,0.9,77366.235,77364.0,77314.94984313828,77373.35222470187,btc-updown-5m-1788308700,btc-updown-15m-1788308100
2026-09-02T00:26:59+00:00,ETH,5min15m,NOout+YESin,1.1,-10.0,-0.0564,5.95,180,0.98,0.12,2417.625,2418.99,2416.404397927141,2419.423314157761,eth-updown-5m-1788308700,eth-updown-15m-1788308100
2026-09-02T00:27:00+00:00,SOL,5min15m,NOout+YESin,1.11,-11.0,-0.08,4.85,179,0.97,0.14,99.96,100.04,99.8797522366858,100.0860581920942,sol-updown-5m-1788308700,sol-updown-15m-1788308100
2026-09-02T00:42:00+00:00,ETH,5min15m,NOout+YESin,1.25,-25.0,-0.2589,3.85,179,0.99,0.26,2407.73,2413.98,2406.6194546989577,2411.366512903986,eth-updown-5m-1788309600,eth-updown-15m-1788309000
2026-09-02T00:42:00+00:00,SOL,5min15m,NOout+YESin,1.21,-21.0,-0.1203,4.6,179,0.92,0.29,99.65,99.77,99.59313067014148,99.71281074767171,sol-updown-5m-1788309600,sol-updown-15m-1788309000
2026-09-02T00:42:01+00:00,XRP,5min15m,NOout+YESin,1.16,-16.0,-0.6,0.85,178,0.99,0.17,1.3419,1.35,1.3412771257841707,1.3450797249148714,xrp-updown-5m-1788309600,xrp-updown-15m-1788309000
2026-09-02T00:43:30+00:00,BTC,5min15m,NOout+YESin,1.83,-83.0,-0.1284,43.0,89,0.86,0.97,77173.795,77273.0,77119.36385150292,77229.85397312565,btc-updown-5m-1788309600,btc-updown-15m-1788309000
2026-09-02T00:43:31+00:00,SOL,5min15m,NOout+YESin,1.45,-45.0,-0.1203,6.89,88,0.53,0.92,99.65,99.77,99.59313067014148,99.71281074767171,sol-updown-5m-1788309600,sol-updown-15m-1788309000
2026-09-02T00:43:31+00:00,XRP,5min15m,NOout+YESin,1.69,-69.0,-0.6,22.8,88,0.93,0.76,1.3419,1.35,1.3412771257841707,1.3450797249148714,xrp-updown-5m-1788309600,xrp-updown-15m-1788309000
2026-09-02T00:46:57+00:00,BTC,15min60m,NOout+YESin,1.489,-48.9,-0.2599,51.17,782,0.949,0.54,77209.715,77410.895,77217.18131447442,77453.6606303748,btc-updown-15m-1788309900,bitcoin-up-or-down-september-1-2026-8pm-et
2026-09-02T00:46:57+00:00,ETH,15min60m,NOout+YESin,1.49,-49.0,-0.3774,12.75,782,0.98,0.51,2408.58,2417.705,2408.832964206867,2419.1604865132053,eth-updown-15m-1788309900,ethereum-up-or-down-september-1-2026-8pm-et
2026-09-02T00:46:58+00:00,SOL,15min60m,NOout+YESin,1.51,-51.0,-0.3199,9.7,781,0.97,0.54,99.72,100.04,99.73559384098401,100.03744897695695,sol-updown-15m-1788309900,solana-up-or-down-september-1-2026-8pm-et
2026-09-02T00:46:58+00:00,XRP,15min60m,NOout+YESin,1.42,-42.0,-0.7208,9.8,781,0.98,0.44,1.34285,1.3526,1.3428600781276816,1.3522793597694847,xrp-updown-15m-1788309900,xrp-up-or-down-september-1-2026-8pm-et
2026-09-02T00:47:51+00:00,BTC,15min60m,NOout+YESin,1.46,-46.0,-0.2599,55.86,728,0.98,0.48,77209.715,77410.895,77217.18131447442,77453.6606303748,btc-updown-15m-1788309900,bitcoin-up-or-down-september-1-2026-8pm-et
2026-09-02T00:47:52+00:00,ETH,15min60m,NOout+YESin,1.48,-48.0,-0.3774,41.0,727,0.98,0.5,2408.58,2417.705,2408.832964206867,2419.1604865132053,eth-updown-15m-1788309900,ethereum-up-or-down-september-1-2026-8pm-et
2026-09-02T00:47:52+00:00,SOL,15min60m,NOout+YESin,1.49,-49.0,-0.3199,2.6,727,0.97,0.52,99.72,100.04,99.73559384098401,100.03744897695695,sol-updown-15m-1788309900,solana-up-or-down-september-1-2026-8pm-et
2026-09-02T00:47:53+00:00,XRP,15min60m,NOout+YESin,1.35,-35.0,-0.7208,9.8,726,0.98,0.37,1.34285,1.3526,1.3428600781276816,1.3522793597694847,xrp-updown-15m-1788309900,xrp-up-or-down-september-1-2026-8pm-et
2026-09-02T00:49:21+00:00,BTC,15min60m,NOout+YESin,1.467,-46.7,-0.2599,9.87,638,0.987,0.48,77209.715,77410.895,77217.18131447442,77453.6606303748,btc-updown-15m-1788309900,bitcoin-up-or-down-september-1-2026-8pm-et
