timestamp_utc,activo,lado,usd,precio,cantidad,lag_s
2026-09-13T00:13:09+00:00,DOGE,short,8.42,0.08418,100.0,0.32
2026-09-13T00:46:06+00:00,BTC,long,309.77,77442.8,0.004,0.3
2026-09-13T00:50:25+00:00,BNB,long,1462.8,731.4,2.0,0.11
2026-09-13T00:53:50+00:00,ETH,long,177.23,2531.88,0.07,0.34
2026-09-13T00:53:50+00:00,SOL,long,142.98,102.13,1.4,0.45
2026-09-13T00:56:57+00:00,ETH,short,125.84,2516.82,0.05,0.16
2026-09-13T00:59:05+00:00,BTC,short,6622.23,77002.7,0.086,0.53
2026-09-13T01:00:36+00:00,BTC,short,307.97,76992.4,0.004,0.17
2026-09-13T01:00:38+00:00,BTC,short,462.07,77011.8,0.006,0.57
2026-09-13T01:00:38+00:00,BTC,long,2014.77,77491.2,0.026,0.5
2026-09-13T01:00:57+00:00,ETH,long,1519.25,2532.09,0.6,0.25
2026-09-13T01:00:57+00:00,BTC,long,3874.58,77491.5,0.05,0.36
2026-09-13T01:00:57+00:00,ETH,short,75.54,2517.93,0.03,0.19
2026-09-13T01:00:58+00:00,SOL,short,91.22,101.35,0.9,0.3
2026-09-13T01:00:58+00:00,SOL,long,245.33,102.22,2.4,0.57
2026-09-13T01:01:05+00:00,BTC,long,1239.78,77486.4,0.016,0.47
2026-09-13T01:01:06+00:00,BTC,short,154.07,77036.4,0.002,0.42
2026-09-13T01:01:07+00:00,SOL,long,102.23,102.23,1.0,0.29
2026-09-13T01:01:10+00:00,BTC,long,4649.13,77485.5,0.06,0.5
2026-09-13T01:01:10+00:00,BTC,long,2013.83,77455.0,0.026,0.38
2026-09-13T01:01:10+00:00,XRP,long,335.7,1.3719,244.7,0.22
2026-09-13T01:01:10+00:00,DOGE,long,336.42,0.08532,3943.0,0.3
2026-09-13T01:01:10+00:00,ETH,long,505.47,2527.34,0.2,0.49
2026-09-13T01:01:11+00:00,BTC,short,77.15,77146.3,0.001,0.6
2026-09-13T01:01:11+00:00,BTC,long,6107.76,77313.4,0.079,0.4
2026-09-13T01:01:13+00:00,BTC,long,54210.1,77443.0,0.7,0.53
2026-09-13T01:01:13+00:00,BTC,long,774.3,77429.9,0.01,0.23
2026-09-13T01:01:14+00:00,BTC,short,154.0,76999.6,0.002,0.52
2026-09-13T01:04:50+00:00,SOL,short,506.2,101.24,5.0,0.28
2026-09-13T01:04:50+00:00,BTC,long,929.3,77441.9,0.012,0.56
2026-09-13T01:04:50+00:00,XRP,short,314.7,1.36,231.4,0.16
2026-09-13T01:04:50+00:00,ETH,long,1012.01,2530.03,0.4,0.33
2026-09-13T01:04:51+00:00,BTC,short,2927.07,77028.2,0.038,0.44
2026-09-13T01:04:51+00:00,BTC,short,1232.02,77001.4,0.016,0.38
2026-09-13T01:04:52+00:00,SOL,short,34728.75,101.25,343.0,0.55
2026-09-13T01:04:52+00:00,SOL,long,3450.98,102.1,33.8,0.39
2026-09-13T01:04:52+00:00,BTC,short,34803.28,76998.4,0.452,0.56
2026-09-13T01:04:53+00:00,BTC,long,1549.57,77478.6,0.02,0.52
2026-09-13T01:04:54+00:00,BTC,short,2003.01,77038.7,0.026,0.42
2026-09-13T01:04:55+00:00,ETH,long,252.95,2529.54,0.1,0.5
2026-09-13T01:04:55+00:00,ETH,short,201.2,2515.03,0.08,0.5
2026-09-13T01:04:55+00:00,ETH,long,75.95,2531.54,0.03,0.44
2026-09-13T01:04:55+00:00,BTC,long,77.49,77488.9,0.001,0.55
2026-09-13T01:07:35+00:00,DOGE,short,230.11,0.08432,2729.0,0.11
2026-09-13T01:07:35+00:00,SOL,short,902.28,101.38,8.9,0.26
2026-09-13T01:07:36+00:00,BTC,short,693.03,77003.6,0.009,0.31
2026-09-13T01:07:36+00:00,BTC,short,461.9,76983.8,0.006,0.37
2026-09-13T01:07:36+00:00,ETH,short,2515.6,2515.6,1.0,0.47
2026-09-13T01:08:14+00:00,SOL,long,4132.92,102.3,40.4,0.25
2026-09-13T01:08:14+00:00,BTC,long,3873.97,77479.4,0.05,0.25
2026-09-13T01:08:16+00:00,XRP,short,5201.13,1.3623,3817.9,0.2
2026-09-13T01:08:16+00:00,ETH,short,10045.82,2517.75,3.99,0.32
2026-09-13T01:08:16+00:00,ETH,long,379.63,2530.9,0.15,0.27
2026-09-13T01:08:16+00:00,SOL,short,1785.52,101.45,17.6,0.36
2026-09-13T01:08:16+00:00,SOL,short,1856.54,101.45,18.3,0.3
2026-09-13T01:08:16+00:00,SOL,short,243.34,101.39,2.4,0.25
2026-09-13T01:08:16+00:00,BTC,short,19880.5,77056.2,0.258,0.43
2026-09-13T01:08:17+00:00,SOL,short,3033.36,101.45,29.9,0.55
2026-09-13T01:08:17+00:00,SOL,short,4062.8,101.57,40.0,0.16
2026-09-13T01:08:17+00:00,DOGE,short,8.46,0.08464,100.0,0.49
2026-09-13T01:08:17+00:00,ETH,long,2526.01,2526.01,1.0,0.48
2026-09-13T01:08:17+00:00,ETH,short,5284.17,2516.27,2.1,0.2
2026-09-13T01:08:17+00:00,BTC,long,77.46,77458.0,0.001,0.31
2026-09-13T01:08:18+00:00,ETH,short,126.0,2519.9,0.05,0.25
2026-09-13T01:08:18+00:00,SOL,short,304.77,101.59,3.0,0.35
2026-09-13T01:08:18+00:00,SOL,long,102.28,102.28,1.0,0.18
2026-09-13T01:08:18+00:00,BTC,long,3093.88,77346.9,0.04,0.36
2026-09-13T01:08:19+00:00,ETH,short,205962.22,2516.03,81.86,0.32
2026-09-13T01:08:21+00:00,ETH,long,6807.26,2530.58,2.69,0.46
2026-09-13T01:08:22+00:00,SOL,short,202.64,101.32,2.0,0.12
2026-09-13T01:08:22+00:00,BTC,long,12469.53,77450.5,0.161,0.57
2026-09-13T01:08:22+00:00,BTC,short,8638.07,77125.6,0.112,0.56
2026-09-13T01:08:22+00:00,BTC,short,77.12,77116.1,0.001,0.28
2026-09-13T01:08:22+00:00,BTC,short,307.95,76988.1,0.004,0.24
2026-09-13T01:08:22+00:00,BTC,short,230.95,76982.4,0.003,0.12
2026-09-13T01:08:22+00:00,ETH,short,150.93,2515.5,0.06,0.51
2026-09-13T01:08:22+00:00,BNB,short,14.57,728.7,0.02,0.54
2026-09-13T01:08:46+00:00,BTC,long,5656.78,77490.1,0.073,0.28
2026-09-13T01:09:26+00:00,SOL,long,10.24,102.38,0.1,0.3
2026-09-13T01:10:52+00:00,ETH,short,50.32,2515.77,0.02,0.5
2026-09-13T01:11:04+00:00,SOL,long,10.24,102.39,0.1,0.16
2026-09-13T01:11:06+00:00,ETH,long,38309.92,2532.05,15.13,0.35
2026-09-13T01:11:06+00:00,SOL,short,142.0,101.43,1.4,0.2
2026-09-13T01:11:06+00:00,SOL,long,112.63,102.39,1.1,0.12
2026-09-13T01:11:06+00:00,BTC,short,154.01,77006.3,0.002,0.2
2026-09-13T01:11:06+00:00,BTC,long,1007.29,77483.8,0.013,0.12
2026-09-13T01:11:06+00:00,DOGE,short,99.16,0.08425,1177.0,0.55
2026-09-13T01:11:06+00:00,ETH,short,352.28,2516.28,0.14,0.6
2026-09-13T01:11:06+00:00,ETH,long,151.9,2531.59,0.06,0.39
2026-09-13T01:11:07+00:00,BTC,long,2402.42,77497.4,0.031,0.47
2026-09-13T01:11:08+00:00,XRP,short,280.13,1.3625,205.6,0.14
2026-09-13T01:11:08+00:00,ETH,long,1544.35,2531.72,0.61,0.45
2026-09-13T01:11:08+00:00,BTC,long,1549.49,77474.5,0.02,0.56
2026-09-13T01:11:22+00:00,SOL,long,276.7,102.48,2.7,0.29
2026-09-13T01:11:23+00:00,XRP,short,199.19,1.3606,146.4,0.1
2026-09-13T01:11:23+00:00,DOGE,short,99.44,0.08427,1180.0,0.18
2026-09-13T01:11:23+00:00,SOL,long,40.98,102.46,0.4,0.32
2026-09-13T01:11:23+00:00,BTC,short,77.01,77014.6,0.001,0.33
2026-09-13T01:11:28+00:00,XRP,short,1251.11,1.3599,920.0,0.18
2026-09-13T01:11:29+00:00,SOL,short,1775.72,101.47,17.5,0.39
2026-09-13T01:11:29+00:00,SOL,short,20.3,101.51,0.2,0.13
2026-09-13T01:11:29+00:00,BTC,short,1540.08,77003.9,0.02,0.39
2026-09-13T01:11:29+00:00,BTC,short,77.02,77022.6,0.001,0.14
2026-09-13T01:11:29+00:00,DOGE,short,11.38,0.0843,135.0,0.48
2026-09-13T01:11:29+00:00,ETH,long,126.59,2531.77,0.05,0.53
2026-09-13T01:11:32+00:00,XRP,short,5781.21,1.3599,4251.2,0.44
2026-09-13T01:11:32+00:00,DOGE,short,13266.85,0.08425,157470.0,0.52
2026-09-13T01:11:45+00:00,XRP,short,3.54,1.3598,2.6,0.48
2026-09-13T01:11:47+00:00,DOGE,long,107884.63,0.08539,1263434.0,0.41
2026-09-13T01:11:48+00:00,BNB,short,65.21,724.6,0.09,0.34
2026-09-13T01:11:48+00:00,BTC,short,154.29,77145.3,0.002,0.12
2026-09-13T01:11:48+00:00,ETH,long,25.27,2527.02,0.01,0.61
2026-09-13T01:11:51+00:00,ETH,long,253.21,2532.08,0.1,0.49
2026-09-13T01:11:52+00:00,BTC,long,154.96,77478.4,0.002,0.6
2026-09-13T01:11:52+00:00,BTC,long,1859.04,77460.0,0.024,0.48
2026-09-13T01:11:52+00:00,BTC,short,4466.93,77016.0,0.058,0.44
2026-09-13T01:12:08+00:00,DOGE,long,20.26,0.08548,237.0,0.15
2026-09-13T01:12:09+00:00,SOL,short,142.09,101.49,1.4,0.52
2026-09-13T01:12:09+00:00,XRP,long,92.96,1.3731,67.7,0.57
2026-09-13T01:12:43+00:00,XRP,long,231.39,1.3724,168.6,0.25
2026-09-13T01:23:47+00:00,SOL,long,1097.71,102.59,10.7,0.48
2026-09-13T01:29:05+00:00,SOL,short,91.33,101.48,0.9,0.37
2026-09-13T01:29:05+00:00,XRP,short,14.28,1.36,10.5,0.35
2026-09-13T01:46:59+00:00,SOL,long,1108.73,102.66,10.8,0.32
2026-09-13T01:47:08+00:00,SOL,long,595.83,102.73,5.8,0.47
2026-09-13T02:34:01+00:00,ETH,short,377.05,2513.67,0.15,0.16
2026-09-13T02:35:49+00:00,DOGE,short,1002.7,0.08436,11886.0,0.15
2026-09-13T02:35:49+00:00,BTC,short,7699.49,76994.9,0.1,0.3
2026-09-13T02:37:07+00:00,BTC,short,308.23,77058.1,0.004,0.27
2026-09-13T02:37:16+00:00,SOL,long,369.07,102.52,3.6,0.37
2026-09-13T02:37:43+00:00,ETH,short,477.43,2512.78,0.19,0.46
2026-09-13T02:46:06+00:00,BNB,short,86.78,723.2,0.12,0.56
2026-09-13T02:46:06+00:00,ETH,long,759.13,2530.42,0.3,0.32
2026-09-13T02:46:07+00:00,SOL,short,10.16,101.63,0.1,0.58
2026-09-13T02:46:32+00:00,ETH,long,1567.19,2527.73,0.62,0.45
2026-09-13T02:46:32+00:00,ETH,long,278.17,2528.86,0.11,0.59
2026-09-13T02:46:36+00:00,XRP,short,321.27,1.3619,235.9,0.2
2026-09-13T02:46:36+00:00,DOGE,short,315.66,0.08447,3737.0,0.27
2026-09-13T02:46:36+00:00,ETH,short,3016.88,2514.07,1.2,0.24
2026-09-13T02:46:37+00:00,BTC,short,770.75,77074.6,0.01,0.26
2026-09-13T02:46:37+00:00,ETH,long,404.57,2528.54,0.16,0.58
2026-09-13T02:50:16+00:00,BTC,long,1860.81,77533.6,0.024,0.2
2026-09-13T02:51:15+00:00,XRP,long,1439.57,1.3756,1046.5,0.59
2026-09-13T02:57:39+00:00,XRP,long,283.22,1.3742,206.1,0.38
2026-09-13T02:57:45+00:00,BTC,short,3622.31,77070.4,0.047,0.13
2026-09-13T02:57:45+00:00,ETH,short,100.62,2515.4,0.04,0.52
2026-09-13T02:57:46+00:00,SOL,short,50.72,101.44,0.5,0.41
2026-09-13T02:57:46+00:00,BTC,short,77.04,77043.7,0.001,0.42
2026-09-13T02:58:02+00:00,XRP,short,284.82,1.3608,209.3,0.32
2026-09-13T02:58:02+00:00,ETH,long,1290.16,2529.72,0.51,0.44
2026-09-13T02:58:03+00:00,BTC,short,3388.34,77007.8,0.044,0.55
2026-09-13T02:58:04+00:00,ETH,long,353.9,2527.89,0.14,0.44
2026-09-13T02:58:04+00:00,ETH,long,2149.07,2528.32,0.85,0.3
2026-09-13T02:58:04+00:00,SOL,short,1948.03,101.46,19.2,0.41
2026-09-13T02:58:04+00:00,BTC,long,774.53,77453.5,0.01,0.55
2026-09-13T02:58:04+00:00,BTC,short,7782.66,77056.0,0.101,0.41
2026-09-13T02:58:04+00:00,XRP,short,76.41,1.3621,56.1,0.23
2026-09-13T02:58:04+00:00,DOGE,short,74.41,0.08446,881.0,0.3
2026-09-13T02:58:04+00:00,ETH,short,75.45,2515.06,0.03,0.34
2026-09-13T02:58:05+00:00,SOL,short,101.47,101.47,1.0,0.45
2026-09-13T02:58:05+00:00,BTC,short,154.12,77060.8,0.002,0.46
2026-09-13T02:58:05+00:00,SOL,short,294.35,101.5,2.9,0.29
2026-09-13T02:58:05+00:00,ETH,short,50.3,2514.87,0.02,0.32
2026-09-13T03:00:13+00:00,DOGE,short,46.38,0.08432,550.0,0.47
2026-09-13T03:09:46+00:00,BTC,short,3310.78,76994.8,0.043,0.52
2026-09-13T03:09:53+00:00,ETH,short,5826.33,2511.35,2.32,0.41
2026-09-13T03:11:08+00:00,ETH,long,3835.4,2523.29,1.52,0.11
2026-09-13T03:11:09+00:00,ETH,long,75.68,2522.75,0.03,0.31
2026-09-13T03:11:10+00:00,XRP,short,59.68,1.3626,43.8,0.57
2026-09-13T03:11:12+00:00,BTC,long,26414.85,77462.9,0.341,0.48
2026-09-13T03:11:20+00:00,ETH,long,75.72,2523.96,0.03,0.12
2026-09-13T03:11:21+00:00,SOL,long,174.06,102.39,1.7,0.24
2026-09-13T03:11:21+00:00,BTC,short,539.08,77011.1,0.007,0.25
2026-09-13T03:11:21+00:00,XRP,short,353.18,1.361,259.5,0.52
2026-09-13T03:11:21+00:00,SOL,short,40.63,101.58,0.4,0.52
2026-09-13T03:11:23+00:00,BTC,long,155.01,77504.0,0.002,0.28
2026-09-13T03:11:23+00:00,BTC,short,7011.43,77048.7,0.091,0.26
2026-09-13T03:11:31+00:00,ETH,short,100.46,2511.45,0.04,0.46
2026-09-13T03:11:32+00:00,SOL,short,91.29,101.43,0.9,0.57
2026-09-13T03:11:35+00:00,XRP,short,545.36,1.3634,400.0,0.46
2026-09-13T03:11:36+00:00,SOL,short,30.58,101.92,0.3,0.51
