timestamp_utc,activo,lado,usd,precio,cantidad,lag_s
2026-09-14T00:04:05+00:00,BTC,short,1224.6,76537.6,0.016,0.35
2026-09-14T00:07:47+00:00,BTC,long,463.17,77195.3,0.006,0.17
2026-09-14T00:07:47+00:00,BTC,long,17293.38,77202.6,0.224,0.58
2026-09-14T00:07:49+00:00,BTC,long,2316.27,77209.1,0.03,0.13
2026-09-14T00:07:49+00:00,BTC,long,77217.3,77217.3,1.0,0.11
2026-09-14T00:08:08+00:00,BTC,long,617.84,77229.8,0.008,0.49
2026-09-14T00:08:09+00:00,ETH,long,4789.88,2494.73,1.92,0.2
2026-09-14T00:08:10+00:00,ETH,long,1022.87,2494.81,0.41,0.41
2026-09-14T00:08:10+00:00,ETH,long,324.31,2494.7,0.13,0.36
2026-09-14T00:08:10+00:00,ETH,long,2295.26,2494.85,0.92,0.14
2026-09-14T00:08:10+00:00,XRP,long,7.72,1.3545,5.7,0.14
2026-09-14T00:08:12+00:00,BTC,long,1159.04,77269.6,0.015,0.51
2026-09-14T00:08:12+00:00,BTC,long,927.34,77278.2,0.012,0.49
2026-09-14T00:08:12+00:00,BTC,long,3090.86,77271.6,0.04,0.43
2026-09-14T00:08:12+00:00,XRP,long,11.25,1.3556,8.3,0.28
2026-09-14T00:09:33+00:00,ETH,short,4805.15,2476.88,1.94,0.26
2026-09-14T00:14:48+00:00,BTC,short,766.39,76639.5,0.01,0.16
2026-09-14T00:15:10+00:00,BTC,long,2542.67,77050.6,0.033,0.24
2026-09-14T00:16:26+00:00,ETH,short,49.54,2477.05,0.02,0.15
2026-09-14T00:18:30+00:00,BTC,short,1530.97,76548.6,0.02,0.29
2026-09-14T00:19:11+00:00,DOGE,short,283.73,0.08198,3461.0,0.18
2026-09-14T00:21:53+00:00,XRP,short,179.22,1.3375,134.0,0.18
2026-09-14T00:21:53+00:00,ETH,short,222.52,2472.43,0.09,0.3
2026-09-14T00:21:56+00:00,BTC,short,7572.18,76486.7,0.099,0.45
2026-09-14T00:22:06+00:00,ETH,short,617.54,2470.15,0.25,0.12
2026-09-14T00:22:31+00:00,BTC,short,1605.31,76443.1,0.021,0.12
2026-09-14T00:22:32+00:00,BTC,short,1834.47,76436.3,0.024,0.21
2026-09-14T00:23:36+00:00,SOL,long,79.9,99.88,0.8,0.18
2026-09-14T00:25:39+00:00,ETH,short,963.15,2469.62,0.39,0.22
2026-09-14T00:25:40+00:00,BTC,short,1835.55,76481.2,0.024,0.33
2026-09-14T00:25:40+00:00,BTC,short,1528.48,76424.1,0.02,0.25
2026-09-14T00:25:53+00:00,BTC,short,3742.82,76384.1,0.049,0.35
2026-09-14T00:25:53+00:00,ETH,short,813.77,2465.96,0.33,0.26
2026-09-14T00:26:00+00:00,BTC,short,2749.44,76373.2,0.036,0.22
2026-09-14T00:26:08+00:00,SOL,short,1253.49,98.7,12.7,0.12
2026-09-14T00:26:08+00:00,BTC,short,687.02,76335.9,0.009,0.12
2026-09-14T00:26:20+00:00,ETH,short,517.35,2463.57,0.21,0.37
2026-09-14T00:26:20+00:00,ETH,short,2956.19,2463.49,1.2,0.17
2026-09-14T00:26:20+00:00,SOL,short,2930.5,98.67,29.7,0.48
2026-09-14T00:26:20+00:00,BTC,short,4807.79,76314.1,0.063,0.48
2026-09-14T00:26:24+00:00,ETH,short,123.16,2463.28,0.05,0.27
2026-09-14T00:26:24+00:00,BNB,short,1122.59,710.5,1.58,0.37
2026-09-14T00:26:43+00:00,DOGE,short,97.01,0.08159,1189.0,0.14
2026-09-14T00:26:43+00:00,ETH,short,960.28,2462.26,0.39,0.18
2026-09-14T00:26:44+00:00,BNB,short,490.11,710.3,0.69,0.29
2026-09-14T00:26:44+00:00,SOL,short,956.9,98.65,9.7,0.29
2026-09-14T00:26:44+00:00,BTC,short,9692.04,76315.3,0.127,0.29
2026-09-14T00:26:44+00:00,XRP,short,98.18,1.3321,73.7,0.57
2026-09-14T00:26:47+00:00,BTC,short,76.29,76294.5,0.001,0.48
2026-09-14T00:26:48+00:00,SOL,short,4132.18,98.62,41.9,0.19
2026-09-14T00:26:48+00:00,BTC,short,381.54,76308.7,0.005,0.43
2026-09-14T00:26:48+00:00,SOL,short,1823.54,98.57,18.5,0.43
2026-09-14T00:26:48+00:00,SOL,short,49.29,98.58,0.5,0.4
2026-09-14T00:26:48+00:00,SOL,short,69.01,98.58,0.7,0.19
2026-09-14T00:26:48+00:00,BTC,short,76.29,76290.0,0.001,0.5
2026-09-14T00:26:48+00:00,BTC,short,457.69,76281.6,0.006,0.49
2026-09-14T00:26:48+00:00,BTC,short,76.33,76327.9,0.001,0.1
2026-09-14T00:26:49+00:00,SOL,short,128.15,98.58,1.3,0.33
2026-09-14T00:26:49+00:00,BTC,short,1067.99,76284.7,0.014,0.59
2026-09-14T00:26:49+00:00,BTC,short,76.28,76278.1,0.001,0.2
2026-09-14T00:27:18+00:00,DOGE,short,21.54,0.08159,264.0,0.18
2026-09-14T00:27:28+00:00,BTC,short,1144.75,76316.6,0.015,0.23
2026-09-14T00:27:28+00:00,XRP,short,3829.16,1.3323,2874.1,0.5
2026-09-14T00:27:46+00:00,BTC,short,4195.13,76275.1,0.055,0.22
2026-09-14T00:27:48+00:00,BTC,short,1906.76,76270.4,0.025,0.58
2026-09-14T00:28:07+00:00,XRP,short,3663.03,1.3308,2752.5,0.38
2026-09-14T00:28:08+00:00,ETH,short,418.41,2461.21,0.17,0.13
2026-09-14T00:28:10+00:00,ETH,short,935.22,2461.11,0.38,0.2
2026-09-14T00:28:10+00:00,XRP,short,939.12,1.3302,706.0,0.17
2026-09-14T00:28:10+00:00,ETH,short,1082.61,2460.47,0.44,0.24
2026-09-14T00:28:11+00:00,SOL,short,1419.84,98.6,14.4,0.4
